Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Pct_Change,MarktCap,MA50,MA200
2017-01-19,AXISBANK,EQ,488.5,486.7,487.9,479.3,480.7,483.8,483.72,7688347,371904000000000.0,116459,3365494,0.4377,-0.0009237401211125151,3741918484.9,,
2017-01-20,AXISBANK,EQ,483.8,458.0,461.4,448.0,448.7,450.75,455.0,30189779,1373640000000000.0,356406,15072926,0.4993,-0.05896856379700022,13826918782.0,,
2017-01-23,AXISBANK,EQ,450.75,445.25,448.95,441.1,445.0,445.0,444.75,16502895,733974000000000.0,146987,10565074,0.6402,-0.027838427947598277,7347913998.75,,
2017-01-24,AXISBANK,EQ,445.0,447.8,452.55,445.3,452.0,451.25,449.0,7103963,318965000000000.0,128370,4197478,0.5909,0.005727119595732688,3181154631.4,,
2017-01-25,AXISBANK,EQ,451.25,452.0,465.1,452.0,464.4,463.55,460.92,14328065,660412000000000.0,189669,8509281,0.5939,0.00937918713711472,6476285380.0,,
2017-01-27,AXISBANK,EQ,463.55,465.25,478.85,465.25,472.0,472.85,474.24,8821164,418337000000000.0,135755,5097039,0.5778,0.029314159292035402,4104046551.0,,
2017-01-30,AXISBANK,EQ,472.85,472.0,476.6,470.85,471.45,471.9,473.44,4525720,214265000000000.0,70528,2653495,0.5863,0.014508328855454167,2136139840.0,,
2017-01-31,AXISBANK,EQ,471.9,472.0,472.0,464.3,466.0,466.0,466.74,10629001,496102000000000.0,106673,8600223,0.8091,0.0,5016888472.0,,
2017-02-01,AXISBANK,EQ,466.0,467.75,479.9,460.0,475.8,475.65,471.68,8340303,393394000000000.0,100129,4571977,0.5482,-0.009004237288135597,3901176728.25,,
2017-02-02,AXISBANK,EQ,475.65,476.25,486.0,473.35,483.0,482.55,482.87,7557596,364931000000000.0,103188,4066127,0.538,0.018172100481026243,3599305095.0,,
2017-02-03,AXISBANK,EQ,482.55,483.7,492.5,480.15,489.9,490.7,487.58,7134563,347868000000000.0,77751,3474987,0.4871,0.015643044619422453,3450988123.1,,
2017-02-06,AXISBANK,EQ,490.7,494.75,500.2,492.0,499.0,498.3,496.6,8575116,425837000000000.0,79040,5473532,0.6383,0.02284473847426094,4242538641.0,,
2017-02-07,AXISBANK,EQ,498.3,498.4,499.7,490.6,491.45,493.4,495.04,5242366,259516000000000.0,67926,2362038,0.4506,0.007377463365336068,2612795214.4,,
2017-02-08,AXISBANK,EQ,493.4,492.4,492.7,481.85,488.75,487.6,486.5,9694192,471622000000000.0,119025,5749613,0.5931,-0.012038523274478297,4773420140.8,,
2017-02-09,AXISBANK,EQ,487.6,491.0,494.55,482.95,486.55,485.25,488.05,7938519,387438000000000.0,82218,4695940,0.5915,-0.0028432168968317573,3897812829.0,,
2017-02-10,AXISBANK,EQ,485.25,489.75,492.5,486.2,488.75,488.9,489.07,10345868,505988000000000.0,103877,7925879,0.7661,-0.002545824847250522,5066888853.0,,
2017-02-13,AXISBANK,EQ,488.9,492.7,493.85,486.75,490.95,490.3,490.37,6626404,324937000000000.0,101009,3730306,0.5629,0.0060234813680448696,3264829250.7999997,,
2017-02-14,AXISBANK,EQ,490.3,490.3,491.45,482.1,486.3,486.9,485.87,4089031,198674000000000.0,60672,2169324,0.5305,-0.004871118327582691,2004851899.3,,
2017-02-15,AXISBANK,EQ,486.9,488.0,493.45,483.8,489.0,488.2,488.31,6242589,304830000000000.0,87387,3441356,0.5513,-0.004691005506832546,3046383432.0,,
2017-02-16,AXISBANK,EQ,488.2,487.7,494.35,486.55,493.2,493.15,490.87,5218900,256178000000000.0,71174,2937519,0.5629,-0.0006147540983606481,2545257530.0,,
2017-02-17,AXISBANK,EQ,493.15,501.0,504.0,487.4,488.95,489.1,495.54,12983330,643382000000000.0,98317,7504264,0.578,0.027270863235595577,6504648330.0,,
2017-02-20,AXISBANK,EQ,489.1,489.4,490.65,479.65,479.9,481.05,484.89,5840632,283206000000000.0,67635,3577547,0.6125,-0.023153692614770516,2858405300.7999997,,
2017-02-21,AXISBANK,EQ,481.05,481.9,509.05,481.2,506.75,504.35,493.14,16440027,810718000000000.0,134791,7818503,0.4756,-0.015324887617490845,7922449011.299999,,
2017-02-22,AXISBANK,EQ,504.35,508.5,528.05,507.8,524.2,525.3,519.18,20167381,1047060000000000.0,266431,8877589,0.4402,0.055198173894998925,10255113238.5,,
2017-02-23,AXISBANK,EQ,525.3,525.0,530.0,518.05,524.55,528.15,525.35,10360480,544284000000000.0,154412,5690909,0.5493,0.032448377581120846,5439252000.0,,
2017-02-27,AXISBANK,EQ,528.15,527.9,527.9,507.3,509.1,508.95,513.5,7372140,378557000000000.0,112788,3578982,0.4855,0.005523809523809486,3891752706.0,,
2017-02-28,AXISBANK,EQ,508.95,509.4,512.5,504.6,506.0,506.65,507.87,5799421,294533000000000.0,105184,2996636,0.5167,-0.03504451600681946,2954225057.4,,
2017-03-01,AXISBANK,EQ,506.65,511.0,522.0,510.15,514.0,513.4,516.4,7624002,393704000000000.0,100320,3143214,0.4123,0.003140950137416665,3895865022.0,,
2017-03-02,AXISBANK,EQ,513.4,515.1,519.8,503.7,507.5,506.3,512.26,7112655,364350000000000.0,122474,3667886,0.5157,0.008023483365949158,3663728590.5,,
2017-03-03,AXISBANK,EQ,506.3,507.25,515.0,506.25,513.6,512.9,510.67,3965255,202492000000000.0,64578,1966326,0.4959,-0.015239759270044728,2011375598.75,,
2017-03-06,AXISBANK,EQ,512.9,514.7,520.8,512.3,518.55,518.65,517.28,6994407,361810000000000.0,109431,4318810,0.6175,0.014687037949729032,3600021282.9,,
2017-03-07,AXISBANK,EQ,518.65,519.0,519.9,509.25,512.0,511.8,512.32,6043543,309621000000000.0,113256,4118438,0.6815,0.008354381192927862,3136598817.0,,
2017-03-08,AXISBANK,EQ,511.8,504.6,512.8,500.25,512.05,510.15,506.51,8850848,448300000000000.0,115528,4905726,0.5543,-0.02774566473988438,4466137900.8,,
2017-03-09,AXISBANK,EQ,510.15,509.6,519.55,506.5,516.15,516.4,515.55,8560015,441309000000000.0,121362,4557341,0.5324,0.009908838684106192,4362183644.0,,
2017-03-10,AXISBANK,EQ,516.4,519.2,520.0,513.0,515.25,515.9,515.76,5494130,283364000000000.0,96693,2929411,0.5332,0.01883830455259039,2852552296.0000005,,
2017-03-14,AXISBANK,EQ,515.9,524.9,525.65,509.55,511.0,510.9,518.2,7975713,413304000000000.0,110015,4427875,0.5552,0.010978428351309466,4186451753.7,,
2017-03-15,AXISBANK,EQ,510.9,514.7,515.8,509.05,511.75,511.7,512.4,6248549,320176000000000.0,78589,3845361,0.6154,-0.019432272813869167,3216128170.3,4053952734.855,
2017-03-16,AXISBANK,EQ,511.7,513.0,516.8,511.3,513.05,513.65,513.91,5362177,275565000000000.0,83616,3445524,0.6426,-0.0033028948902273925,2750796801.0,4081393601.843,
2017-03-17,AXISBANK,EQ,513.65,515.3,519.0,511.7,515.45,517.15,516.74,20296836,1048820000000000.0,132707,13276614,0.6541,0.0044834307992200895,10458959590.8,4249013729.915,
2017-03-20,AXISBANK,EQ,517.15,518.0,518.25,501.3,502.5,502.85,506.33,4932998,249775000000000.0,67190,2233715,0.4528,0.005239666213856076,2555292964.0,4266414344.895,
2017-03-21,AXISBANK,EQ,502.85,498.75,500.0,486.05,489.0,488.3,490.2,11017752,540095000000000.0,151010,6532415,0.5929,-0.03716216216216217,5495103810.0,4323315761.778999,
2017-03-22,AXISBANK,EQ,488.3,485.0,502.4,484.0,485.5,485.45,492.74,12685275,625058000000000.0,145380,5458447,0.4303,-0.027568922305764465,6152358375.0,4405622366.151,
2017-03-23,AXISBANK,EQ,485.45,487.55,492.0,483.0,487.8,488.25,487.12,6942275,338176000000000.0,87008,3521065,0.5072,0.005257731958763001,3384706176.25,4448731102.748,
2017-03-24,AXISBANK,EQ,488.25,491.0,495.7,484.85,489.3,489.35,491.31,5501203,270279000000000.0,74454,2615133,0.4754,0.007076197313096166,2701090673.0,4416789580.598,
2017-03-27,AXISBANK,EQ,489.35,488.4,493.25,483.55,487.0,487.15,487.84,5384510,262680000000000.0,74118,2637317,0.4898,-0.005295315682281143,2629794684.0,4418072963.539,
2017-03-28,AXISBANK,EQ,487.15,492.3,505.0,490.05,504.25,502.8,498.88,11194711,558480000000000.0,155396,4529904,0.4046,0.007985257985257954,5511156225.3,4481910077.317,
2017-03-29,AXISBANK,EQ,502.8,506.0,513.0,500.1,502.55,504.2,506.13,12677454,641644000000000.0,137410,5088937,0.4014,0.0278285598212471,6414791724.0,4494187230.397,
2017-03-30,AXISBANK,EQ,504.2,498.95,504.0,495.0,498.35,499.25,499.39,8454772,422220000000000.0,96997,4074523,0.4819,-0.013932806324110647,4218508489.4,4508341065.185,
2017-03-31,AXISBANK,EQ,499.25,499.7,503.7,488.8,490.8,490.8,496.23,6985211,346631000000000.0,142856,3759188,0.5382,0.0015031566289207543,3490509936.7,4469984048.743,
2017-04-03,AXISBANK,EQ,490.8,495.7,503.7,491.35,501.0,500.6,498.75,5755303,287046000000000.0,65980,2046308,0.3556,-0.008004802881729,2852903697.1,4441407514.863999,
2017-04-05,AXISBANK,EQ,500.6,503.85,510.55,498.85,507.0,508.3,505.36,6595144,333293000000000.0,79090,2753188,0.4175,0.016441396005648645,3322963304.4,4433028411.254001,
2017-04-06,AXISBANK,EQ,508.3,507.7,517.65,505.15,508.0,508.7,510.97,9928098,507291000000000.0,129674,4825801,0.4861,0.0076411630445567535,5040495354.599999,4257299942.706,
2017-04-07,AXISBANK,EQ,508.7,507.0,514.9,502.5,504.6,504.2,508.51,5019268,255236000000000.0,53791,1823925,0.3634,-0.00137876698837891,2544768876.0,4161237040.251,
2017-04-10,AXISBANK,EQ,504.2,504.65,513.0,503.35,510.2,510.75,509.81,5986936,305219000000000.0,97021,2654612,0.4434,-0.004635108481262362,3021307252.4,4158040092.6710005,
2017-04-11,AXISBANK,EQ,510.75,509.6,516.6,508.1,513.55,515.05,513.28,7406691,380173000000000.0,100772,4164761,0.5623,0.009808778361240611,3774449733.6000004,4104003379.743,
2017-04-12,AXISBANK,EQ,515.05,515.3,520.4,503.25,506.6,506.0,511.95,6161411,315434000000000.0,73530,2628324,0.4266,0.011185243328100336,3174975088.2999997,4085421950.4890003,
2017-04-13,AXISBANK,EQ,506.0,506.6,511.35,502.9,507.85,507.55,507.01,6216374,315175000000000.0,63209,3108426,0.5,-0.0168833689113137,3149215068.4,4105683455.057,
2017-04-17,AXISBANK,EQ,507.55,505.55,509.05,501.25,501.75,502.35,504.68,4070932,205452000000000.0,50314,2169667,0.533,-0.002072641136991682,2058059672.6000001,4046506879.0690002,
2017-04-18,AXISBANK,EQ,502.35,505.0,508.95,498.0,498.3,499.65,505.53,5450454,275536000000000.0,51801,3030846,0.5561,-0.0010879240431214132,2752479270.0,4023532929.9040003,
2017-04-19,AXISBANK,EQ,499.65,498.25,501.45,488.25,498.3,499.5,495.11,7447021,368710000000000.0,86641,3534794,0.4747,-0.013366336633663378,3710478213.25,4025756392.269,
2017-04-20,AXISBANK,EQ,499.5,496.15,504.4,487.0,488.25,488.0,490.14,8153829,399649000000000.0,119396,4866643,0.5969,-0.004214751630707503,4045522258.35,4037647074.9740005,
2017-04-21,AXISBANK,EQ,488.0,492.0,497.0,483.3,486.0,486.25,489.99,10301245,504748000000000.0,152480,6090748,0.5913,-0.00836440592562726,5068212540.0,4054160552.9540005,
2017-04-24,AXISBANK,EQ,486.25,487.95,503.6,481.0,497.05,498.65,494.46,14182302,701262000000000.0,148845,7997508,0.5639,-0.008231707317073234,6920254260.9,4140309733.8840003,
2017-04-25,AXISBANK,EQ,498.65,501.0,520.15,495.1,518.1,516.4,506.97,13778124,698506000000000.0,139628,6757145,0.4904,0.026744543498309348,6902840124.0,4182898133.548,
2017-04-26,AXISBANK,EQ,516.4,519.5,525.0,508.05,516.2,517.15,518.06,11516903,596645000000000.0,141722,3193699,0.2773,0.036926147704590795,5983031108.5,4224602499.138,
2017-04-27,AXISBANK,EQ,517.15,524.0,524.0,503.25,508.25,506.6,508.99,22108735,1125320000000000.0,237163,9381194,0.4243,0.008662175168431263,11584977140.0,4354964264.878,
2017-04-28,AXISBANK,EQ,506.6,508.3,515.3,504.5,509.0,509.65,510.62,9287281,474224000000000.0,96394,4425133,0.4765,-0.029961832061068727,4720724932.3,4384082178.507999,
2017-05-02,AXISBANK,EQ,509.65,509.5,513.1,501.6,506.8,505.55,506.13,7539462,381595000000000.0,112823,3974742,0.5272,0.0023608105449537398,3841355889.0,4420812258.302,
2017-05-03,AXISBANK,EQ,505.55,506.9,507.35,500.0,500.5,500.85,503.2,7220815,363349000000000.0,65802,4027993,0.5578,-0.005103042198233654,3660231123.5,4433089212.132,
2017-05-04,AXISBANK,EQ,500.85,504.95,521.8,502.0,518.0,518.85,516.2,15719994,811467000000000.0,146258,6421448,0.4085,-0.0038469126060366454,7937810970.3,4540940280.938001,
2017-05-05,AXISBANK,EQ,518.85,522.0,522.4,502.5,503.4,504.5,509.35,9440005,480822000000000.0,138090,4204184,0.4454,0.0337657193781562,4927682610.0,4509400966.538,
2017-05-08,AXISBANK,EQ,504.5,509.0,513.7,503.3,510.5,511.2,509.51,6834456,348225000000000.0,82389,3234950,0.4733,-0.02490421455938696,3478738104.0,4521807622.601999,
2017-05-09,AXISBANK,EQ,511.2,513.0,521.25,510.55,519.05,518.2,516.37,7872272,406504000000000.0,74783,3633872,0.4616,0.007858546168958647,4038475536.0,4444128153.096,
2017-05-10,AXISBANK,EQ,518.2,519.0,527.55,515.7,525.6,526.35,523.26,8812464,461123000000000.0,92342,3299600,0.3744,0.011695906432748648,4573668816.0,4330499264.646,
2017-05-11,AXISBANK,EQ,526.35,525.2,534.6,513.45,515.4,516.9,525.97,8962710,471414000000000.0,101765,2995266,0.3342,0.011946050096339311,4707215292.0,4315858530.486,
2017-05-12,AXISBANK,EQ,516.9,516.7,516.85,499.2,503.9,503.0,507.04,9934430,503710000000000.0,132361,4127765,0.4155,-0.01618431073876614,5133119981.0,4340685875.986,
2017-05-15,AXISBANK,EQ,503.0,505.0,508.5,498.4,500.25,500.1,502.95,8806756,442938000000000.0,109965,4320438,0.4906,-0.022643700406425493,4447411780.0,4370549610.438001,
2017-05-16,AXISBANK,EQ,500.1,502.1,504.5,493.5,502.05,501.5,499.85,8610492,430394000000000.0,101028,4027982,0.4678,-0.005742574257425748,4323328033.2,4379098870.662,
2017-05-17,AXISBANK,EQ,501.5,501.35,506.75,498.5,502.0,502.8,502.88,6443135,324015000000000.0,84189,2876528,0.4464,-0.001493726349332758,3230265732.25,4370429613.497,
2017-05-18,AXISBANK,EQ,502.8,498.0,499.1,490.25,492.85,492.0,494.96,9227022,456699000000000.0,95624,5348691,0.5797,-0.00668195871147903,4595056956.0,4422103240.642,
2017-05-19,AXISBANK,EQ,492.0,495.75,503.85,494.2,501.9,501.7,499.1,7611430,379890000000000.0,72985,4190505,0.5506,-0.004518072289156572,3773366422.5,4425570143.434,
2017-05-22,AXISBANK,EQ,501.7,504.0,507.45,499.5,502.0,502.3,503.0,4970982,250038000000000.0,62027,2665857,0.5363,0.016641452344931862,2505374928.0,4412945665.653999,
2017-05-23,AXISBANK,EQ,502.3,502.25,506.1,495.2,500.5,500.6,500.17,7549551,377603000000000.0,69512,4120666,0.5458,-0.00347222222222221,3791761989.75,4399458147.433,
2017-05-24,AXISBANK,EQ,500.6,503.0,505.0,495.0,499.65,499.3,498.39,7271148,362390000000000.0,61592,4986725,0.6858,0.0014932802389249211,3657387444.0,4385362223.433,
2017-05-25,AXISBANK,EQ,499.3,502.0,509.9,495.85,507.85,507.45,504.39,9157557,461902000000000.0,106201,4220728,0.4609,-0.001988071570576566,4597093614.0,4420253049.793,
2017-05-26,AXISBANK,EQ,507.45,508.0,513.0,505.0,510.5,511.45,508.86,5995136,305068000000000.0,72779,2824290,0.4711,0.01195219123505975,3045529088.0,4397434596.479,
2017-05-29,AXISBANK,EQ,511.45,511.9,515.0,502.2,507.45,507.25,507.58,5441466,276200000000000.0,62036,2462115,0.4525,0.007677165354330606,2785486445.4,4388821761.981,
2017-05-30,AXISBANK,EQ,507.25,505.0,516.95,503.65,514.0,514.4,512.4,4725430,242132000000000.0,81509,1690453,0.3577,-0.013479195155303714,2386342150.0,4381532668.9609995,
2017-05-31,AXISBANK,EQ,514.4,514.0,516.0,509.5,514.05,514.05,513.03,7263061,372617000000000.0,127912,4571507,0.6294,0.017821782178217838,3733213354.0,4247017744.225,
2017-06-01,AXISBANK,EQ,514.05,512.15,515.95,505.5,510.0,509.3,509.17,8105813,412726000000000.0,50261,5638214,0.6956,-0.0035992217898833667,4151392127.95,4278939727.504,
2017-06-02,AXISBANK,EQ,509.3,513.5,513.5,506.35,507.5,508.05,509.46,4474040,227936000000000.0,69112,2589478,0.5788,0.002635946500048947,2297419540.0,4214986042.104,
2017-06-05,AXISBANK,EQ,508.05,507.35,516.75,507.0,513.8,513.65,513.15,3858825,198014000000000.0,57915,1623770,0.4208,-0.011976630963972723,1957774863.75,4131094371.879,
2017-06-06,AXISBANK,EQ,513.65,514.0,514.4,505.55,509.75,510.2,509.31,3866339,196915000000000.0,42061,1846559,0.4776,0.013107322361288976,1987298246.0,4103146213.274,
2017-06-07,AXISBANK,EQ,510.2,510.0,515.45,508.1,514.45,514.2,511.95,3389166,173509000000000.0,63216,1606010,0.4739,-0.0077821011673151474,1728474660.0,4083693893.0140004,
2017-06-08,AXISBANK,EQ,514.2,514.0,521.8,511.35,515.0,515.75,517.07,5980728,309244000000000.0,91962,2729718,0.4564,0.007843137254901933,3074094192.0,4092579883.1740003,
2017-06-09,AXISBANK,EQ,515.75,515.0,516.35,509.4,513.1,513.65,513.11,3242063,166354000000000.0,49349,1170363,0.361,0.0019455252918287869,1669662445.0,4015750007.568,
2017-06-12,AXISBANK,EQ,513.65,512.45,513.1,506.0,507.15,507.5,509.94,2360518,120373000000000.0,43179,977595,0.4141,-0.004951456310679503,1209647449.1000001,3911647122.07,
2017-06-13,AXISBANK,EQ,507.5,509.0,512.3,505.5,507.0,506.45,508.42,2181945,110935000000000.0,51764,950074,0.4354,-0.006732364133086199,1110610005.0,3849489152.382,
2017-06-14,AXISBANK,EQ,506.45,509.0,510.9,501.55,508.85,509.5,507.45,4648343,235882000000000.0,66054,2697523,0.5803,0.0,2366006587.0,3826999085.388,
2017-06-15,AXISBANK,EQ,509.5,508.85,509.3,504.0,507.4,507.6,506.77,3425367,173587000000000.0,58545,2109450,0.6158,-0.00029469548133587153,1742997997.95,3804800971.405,
2017-06-16,AXISBANK,EQ,507.6,507.65,514.3,507.5,509.15,510.45,510.27,4999502,255109000000000.0,56697,2959675,0.592,-0.002358258818905501,2537997190.2999997,3789101649.1229997,
2017-06-19,AXISBANK,EQ,510.45,511.0,525.35,509.3,518.0,520.15,517.27,6844723,354056000000000.0,70602,3499580,0.5113,0.006599034768048906,3497653453.0,3758244811.0910006,
2017-06-20,AXISBANK,EQ,520.15,520.2,521.7,510.5,512.95,511.85,515.15,4388846,226092000000000.0,55076,2203975,0.5022,0.018003913894324874,2283077689.2000003,3753010987.355,
2017-06-21,AXISBANK,EQ,511.85,511.05,512.5,506.75,507.35,507.75,509.19,4346995,221347000000000.0,73840,2500935,0.5753,-0.01758938869665516,2221531794.75,3737015478.2019997,
2017-06-22,AXISBANK,EQ,507.75,508.9,514.45,506.65,508.0,508.0,510.48,3463745,176817000000000.0,67487,1707367,0.4929,-0.004207024752959643,1762699830.5,3696780480.14,
2017-06-23,AXISBANK,EQ,508.0,509.6,510.45,503.65,505.0,504.65,506.14,3548884,179625000000000.0,55281,1827409,0.5149,0.0013755158184320937,1808511286.4,3669451204.1019993,
2017-06-27,AXISBANK,EQ,504.65,506.0,506.7,484.45,494.0,492.85,491.01,9842829,483289000000000.0,110049,6251831,0.6352,-0.007064364207221341,4980471474.0,3706076332.214,
2017-06-28,AXISBANK,EQ,492.85,493.8,500.35,490.05,496.45,492.0,493.28,12691859,626066000000000.0,76061,10038114,0.7909,-0.024110671936758865,6267239974.2,3790259938.246,
2017-06-29,AXISBANK,EQ,492.0,498.0,514.4,497.7,510.7,512.1,510.39,11855524,605088000000000.0,96263,4570578,0.3855,0.008505467800729027,5904050952.0,3853291371.8859997,
2017-06-30,AXISBANK,EQ,512.1,510.6,520.0,508.1,519.0,517.35,513.68,7600005,390396000000000.0,70339,3757896,0.4945,0.025301204819277112,3880562553.0,3856693058.6809998,
2017-07-03,AXISBANK,EQ,517.35,517.1,521.8,515.0,517.0,517.25,518.62,3701949,191990000000000.0,50518,1560626,0.4216,0.012730121425773566,1914277827.9,3814068170.0719995,
2017-07-04,AXISBANK,EQ,517.25,516.8,517.55,506.55,507.7,508.4,510.84,4086213,208741000000000.0,44090,2037542,0.4986,-0.0005801585766777029,2111754878.3999999,3754939016.839999,
2017-07-05,AXISBANK,EQ,508.4,507.75,515.4,507.75,514.55,513.9,512.56,3154406,161683000000000.0,45895,1393508,0.4418,-0.01751160990712064,1601649646.5,3648566924.5519996,
2017-07-06,AXISBANK,EQ,513.9,511.0,512.85,508.15,509.45,509.5,510.69,3514758,179494000000000.0,29962,1894962,0.5391,0.006400787789266449,1796041338.0,3546430948.8319993,
2017-07-07,AXISBANK,EQ,509.5,508.25,508.95,501.25,504.5,503.15,504.92,3509920,177224000000000.0,69429,1645142,0.4687,-0.005381604696673148,1783916840.0,3462448663.4619994,
2017-07-10,AXISBANK,EQ,503.15,521.0,529.75,506.7,510.0,509.95,510.48,1245716,63591500000000.0,7548,768768,0.6171,0.025086079685194385,649018036.0,3243729481.3819995,
2017-07-11,AXISBANK,EQ,509.95,512.0,512.4,505.8,507.8,506.8,508.44,3928279,199729000000000.0,71571,2473178,0.6296,-0.017274472168905985,2011278848.0,3189540559.6959996,
2017-07-12,AXISBANK,EQ,506.8,508.9,509.9,504.2,507.3,506.75,506.27,5504892,278696000000000.0,70653,4230384,0.7685,-0.006054687500000044,2801439538.7999997,3168742232.692,
2017-07-13,AXISBANK,EQ,506.75,508.0,516.85,508.0,511.75,511.9,512.99,22231839,1140460000000000.0,76818,19190329,0.8632,-0.0017685203379838033,11293774212.0,3321413094.462,
2017-07-14,AXISBANK,EQ,511.9,514.0,514.5,507.7,512.5,512.95,512.02,3160157,161806000000000.0,38720,1508491,0.4773,0.011811023622047223,1624320698.0,3195143289.016,
2017-07-17,AXISBANK,EQ,512.95,513.1,514.0,508.5,510.05,510.5,510.49,3169635,161808000000000.0,36620,1956608,0.6173,-0.0017509727626459082,1626339718.5,3129116431.186,
2017-07-18,AXISBANK,EQ,510.5,509.0,522.7,508.35,516.3,516.55,516.84,7864083,406448000000000.0,99239,4398520,0.5593,-0.0079906450984214,4002818247.0,3139598034.0459995,
2017-07-19,AXISBANK,EQ,516.55,518.0,521.95,516.05,520.55,520.2,519.44,8119092,421740000000000.0,49078,6045489,0.7446,0.017681728880157177,4205689656.0,3142942316.4459996,
2017-07-20,AXISBANK,EQ,520.2,520.8,544.2,520.7,539.15,540.0,535.9,16391849,878436000000000.0,180579,7134255,0.4352,0.00540540540540535,8536874959.199999,3222206439.3099995,
2017-07-21,AXISBANK,EQ,540.0,540.0,542.4,532.25,540.4,540.8,538.2,5567645,299651000000000.0,69704,1782212,0.3201,0.03686635944700467,3006528300.0,3188192699.47,
2017-07-24,AXISBANK,EQ,540.8,541.0,546.4,531.4,535.5,534.8,540.13,4779353,258145000000000.0,63022,1861535,0.3895,0.0018518518518517713,2585629973.0,3137242899.31,
2017-07-25,AXISBANK,EQ,534.8,533.5,547.5,529.95,547.4,544.95,539.81,8181916,441669000000000.0,103163,2796497,0.3418,-0.013863216266173706,4365052186.0,3135595707.43,
2017-07-26,AXISBANK,EQ,544.95,538.9,543.95,525.4,526.85,528.85,532.52,12085057,643551000000000.0,145641,3897247,0.3225,0.010121836925960581,6512637217.3,3179381891.112,
2017-07-27,AXISBANK,EQ,528.85,532.4,534.95,522.0,523.6,524.65,526.77,12290852,647440000000000.0,137599,7522662,0.6121,-0.012061606977175732,6543649604.8,3245649568.5629997,
2017-07-28,AXISBANK,EQ,524.65,523.8,529.65,512.0,515.0,515.1,518.0,8268116,428288000000000.0,77752,4641265,0.5613,-0.01615326821938401,4330839160.799999,3240365212.6590004,
2017-07-31,AXISBANK,EQ,515.1,517.4,521.2,509.4,520.5,519.8,517.58,7245884,375033000000000.0,94700,4227353,0.5834,-0.012218403970981284,3749020381.6,3239878291.8409996,
2017-08-01,AXISBANK,EQ,519.8,518.2,521.75,514.75,515.3,516.55,517.58,4562630,236154000000000.0,66142,2865458,0.628,0.0015461925009665478,2364354866.0,3237057890.601,
2017-08-02,AXISBANK,EQ,516.55,518.75,524.05,512.6,513.6,516.9,519.92,4079631,212110000000000.0,64512,1660576,0.407,0.00106136626785025,2116308581.25,3203548822.4309998,
2017-08-03,AXISBANK,EQ,516.9,516.0,516.35,504.8,505.4,506.0,508.72,4140945,210658000000000.0,80442,2119288,0.5118,-0.005301204819277094,2136727620.0,3173135625.9509997,
2017-08-04,AXISBANK,EQ,506.0,506.0,510.8,504.6,507.8,508.1,507.61,4972811,252424000000000.0,61421,3041480,0.6116,-0.019379844961240345,2516242366.0,3131518600.9909997,
