Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2017-11-08,AXISBANK,EQ,527.15,537.7,551.9,533.6,547.75,544.85,542.69,19642327,1.06596E+15,213546,9273958,0.4721
2017-11-08,ICICIBANK,EQ,312.45,312,314,303.9,306.4,305.5,309.21,11942186,3.6926E+14,130337,6687188,0.56
2017-11-08,HDFCBANK,EQ,1823.7,1825.2,1833.6,1819,1822.6,1825.95,1826.22,820786,1.49894E+14,20749,498960,0.6079
2017-11-09,ICICIBANK,EQ,305.5,306.8,314.8,306.8,311.85,311.3,310.97,12716330,3.95436E+14,128745,6984407,0.5492
2017-11-09,AXISBANK,EQ,544.85,548.95,555.45,533,538.2,540.4,541.55,11290503,6.11443E+14,118502,4716125,0.4177
2017-11-09,HDFCBANK,EQ,1825.95,1827,1835,1821.1,1834,1827.85,1826.26,778327,1.42142E+14,12695,381328,0.4899
2017-11-10,ICICIBANK,EQ,311.3,312.5,324.2,311.05,318.3,318.5,317.23,21000915,6.6622E+14,159204,13290698,0.6329
2017-11-10,AXISBANK,EQ,540.4,534.95,548.95,532.45,547.25,544.8,541.56,9869691,5.34503E+14,83353,4958926,0.5024
2017-11-10,HDFCBANK,EQ,1827.85,1821.7,1834.8,1812.35,1823.95,1822,1821.63,1936090,3.52685E+14,22186,1525422,0.7879
2017-11-13,AXISBANK,EQ,544.8,557,564.55,534.05,535,537.35,550.78,21701958,1.1953E+15,298101,11631613,0.536
2017-11-13,ICICIBANK,EQ,318.5,317,321.8,313,314.5,314.25,318.12,13679015,4.35151E+14,111870,8858546,0.6476
2017-11-13,HDFCBANK,EQ,1822,1822,1823.15,1795,1814.25,1813.55,1806.89,833968,1.50689E+14,25953,529394,0.6348
2017-11-14,ICICIBANK,EQ,314.25,313.3,317.1,309.8,313.55,314.1,313.03,12362405,3.86975E+14,72614,7981919,0.6457
2017-11-14,AXISBANK,EQ,537.35,537.35,549.95,532.6,547.6,545.65,543.07,10644657,5.78082E+14,128316,5250064,0.4932
2017-11-14,HDFCBANK,EQ,1813.55,1815.9,1819,1800,1801.35,1802.35,1805.86,1178117,2.12751E+14,33880,898608,0.7627
2017-11-15,ICICIBANK,EQ,314.1,312.95,319.6,312.65,315.6,315.5,316.26,14408468,4.55683E+14,129413,9098049,0.6314
2017-11-15,AXISBANK,EQ,545.65,546.5,551.4,537.1,543.5,542,544.93,7814066,4.25812E+14,91591,3600813,0.4608
2017-11-15,HDFCBANK,EQ,1802.35,1798,1803.65,1788,1799.25,1800.25,1796.37,1537092,2.76118E+14,26862,1177181,0.7658
2017-11-16,ICICIBANK,EQ,315.5,316.15,320,316,318.55,318.95,317.85,8983382,2.85537E+14,93964,4084053,0.4546
2017-11-16,AXISBANK,EQ,542,544,548.5,541.2,542.95,542.6,544.88,5176117,2.82036E+14,95239,2547345,0.4921
2017-11-16,HDFCBANK,EQ,1800.25,1804,1816,1795.2,1812.95,1807.7,1807.23,1003243,1.81309E+14,32161,631891,0.6298
2017-11-17,ICICIBANK,EQ,318.95,324,332.35,323.8,324.55,325.1,328.16,20440466,6.7078E+14,145423,10625219,0.5198
2017-11-17,AXISBANK,EQ,542.6,550,557.4,540.55,542.25,542.4,547.73,4373503,2.39548E+14,65331,1423407,0.3255
2017-11-17,HDFCBANK,EQ,1807.7,1828.7,1838.3,1813.15,1822,1825.55,1827.72,1589693,2.90551E+14,44931,797013,0.5014
2017-11-20,ICICIBANK,EQ,325.1,323.35,323.9,317.2,318.9,318.55,319.18,13606336,4.34287E+14,76078,9233200,0.6786
2017-11-20,AXISBANK,EQ,542.4,542.25,547.5,536.75,545,545.15,542.92,3458524,1.87771E+14,47575,1398668,0.4044
2017-11-20,HDFCBANK,EQ,1825.55,1829,1839.7,1829,1836.05,1838.15,1836.08,598106,1.09817E+14,30131,336543,0.5627
2017-11-21,ICICIBANK,EQ,318.55,318.75,322.2,317.55,318.55,319.9,320.07,13102056,4.19357E+14,120004,8899505,0.6792
2017-11-21,AXISBANK,EQ,545.15,547,548.9,539.15,546.15,546.8,543.92,5770768,3.13884E+14,84809,3596599,0.6232
2017-11-21,HDFCBANK,EQ,1838.15,1837.45,1850,1836.1,1848,1846.25,1845.41,568883,1.04982E+14,17143,349608,0.6146
2017-11-22,ICICIBANK,EQ,319.9,319.4,322.1,318.05,318.35,318.9,319.74,9342622,2.98717E+14,71828,5738954,0.6143
2017-11-22,AXISBANK,EQ,546.8,546.55,547,539,540.5,540.5,542.24,4536211,2.4597E+14,40912,2746760,0.6055
2017-11-22,HDFCBANK,EQ,1846.25,1849.7,1860,1844.55,1854.6,1855.25,1853.89,1415199,2.62363E+14,31420,944319,0.6673
2017-11-23,AXISBANK,EQ,540.5,542.4,547.8,535.55,544.5,544.15,539.35,10724159,5.7841E+14,71713,7586565,0.7074
2017-11-23,ICICIBANK,EQ,318.9,319.75,320.5,315.2,319.7,319.45,318.23,9998609,3.18186E+14,68235,6239799,0.6241
2017-11-23,HDFCBANK,EQ,1855.25,1859,1860,1838,1840,1842.85,1847.79,808145,1.49328E+14,16903,492990,0.61
2017-11-24,ICICIBANK,EQ,319.45,319.9,321.05,315.95,316.85,317.2,318.01,7867381,2.50189E+14,51389,4976349,0.6325
2017-11-24,AXISBANK,EQ,544.15,544.95,547.7,541.05,546,545.5,544.82,3947490,2.15066E+14,48939,2091351,0.5298
2017-11-24,HDFCBANK,EQ,1842.85,1843,1857.8,1841,1857.5,1851.4,1848.31,1300921,2.4045E+14,26271,979768,0.7531
2017-11-27,ICICIBANK,EQ,317.2,315.05,318.6,313.5,317,317,315.73,9334428,2.94713E+14,67033,5795352,0.6209
2017-11-27,AXISBANK,EQ,545.5,544.1,561.85,540.95,559.7,559.4,555.48,9301318,5.16666E+14,99672,3843686,0.4132
2017-11-27,HDFCBANK,EQ,1851.4,1849,1862,1845.6,1860.15,1857.55,1852.09,967618,1.79211E+14,75853,622801,0.6436
2017-11-28,ICICIBANK,EQ,317,313.1,315.35,311.75,313,313.2,313.78,13929413,4.37082E+14,86488,9473390,0.6801
2017-11-28,AXISBANK,EQ,559.4,559.5,565.9,558,562.25,562.55,562.24,10113136,5.68598E+14,139972,4784098,0.4731
2017-11-28,HDFCBANK,EQ,1857.55,1856,1871,1855.85,1867.15,1865.35,1866.29,1272635,2.37511E+14,44306,921267,0.7239
2017-11-29,ICICIBANK,EQ,313.2,312.6,316.3,312.3,314.15,314.85,314.77,12384876,3.89837E+14,63004,8530645,0.6888
2017-11-29,AXISBANK,EQ,562.55,560.55,562.2,546.8,548.5,549.5,552.42,6387037,3.52832E+14,84865,3489394,0.5463
2017-11-29,HDFCBANK,EQ,1865.35,1865,1875.5,1855.8,1873,1873.3,1869.11,818646,1.53014E+14,17331,476557,0.5821
2017-11-30,ICICIBANK,EQ,314.85,314.95,315.8,306.25,308,307.55,308.73,23832543,7.35782E+14,112384,18310213,0.7683
2017-11-30,AXISBANK,EQ,549.5,547.15,547.5,534.15,535.8,535.4,537.74,19370807,1.04164E+15,129160,13287736,0.686
2017-11-30,HDFCBANK,EQ,1873.3,1868.7,1873.95,1840,1852.75,1853.7,1859.89,1449078,2.69512E+14,37220,770804,0.5319
2017-12-01,AXISBANK,EQ,535.4,539.4,539.9,531.9,533.75,533.85,535.77,7138045,3.82435E+14,49883,4046149,0.5668
2017-12-01,ICICIBANK,EQ,307.55,309.7,309.95,304.4,305.3,305.25,306.81,6602231,2.02564E+14,69214,3261726,0.494
2017-12-01,HDFCBANK,EQ,1853.7,1854.9,1860,1844.1,1850.85,1848.2,1850.81,964537,1.78518E+14,39290,598556,0.6206
2017-12-04,ICICIBANK,EQ,305.25,307.25,307.5,302.3,305.4,304.25,304.53,8763567,2.66876E+14,83201,5168733,0.5898
2017-12-04,AXISBANK,EQ,533.85,536.2,540.85,529.65,537,534.95,536.52,4181453,2.24344E+14,61534,1819182,0.4351
2017-12-04,HDFCBANK,EQ,1848.2,1854.9,1854.9,1830.1,1836.3,1834.1,1840.43,910483,1.67568E+14,36729,629502,0.6914
2017-12-05,ICICIBANK,EQ,304.25,304.8,307.6,303.7,305.05,305.25,305.4,8219441,2.51023E+14,99044,4085316,0.497
2017-12-05,AXISBANK,EQ,534.95,535,537.85,530.75,533,533.15,534.29,6167602,3.29529E+14,56755,3358904,0.5446
2017-12-05,HDFCBANK,EQ,1834.1,1826,1828.55,1807,1824.9,1820.45,1818.21,973340,1.76974E+14,30980,546351,0.5613
2017-12-06,ICICIBANK,EQ,305.25,303.8,305,298.15,300,299.5,301.66,6751957,2.03679E+14,57730,3633389,0.5381
2017-12-06,AXISBANK,EQ,533.15,532.2,534.5,529.2,530.95,530.5,531.86,4234770,2.25231E+14,53263,2653231,0.6265
2017-12-06,HDFCBANK,EQ,1820.45,1819.95,1821.35,1799,1799.3,1803.3,1809.42,1598780,2.89287E+14,47014,1164494,0.7284
2017-12-07,ICICIBANK,EQ,299.5,301.5,306.75,300.2,306.4,305.8,303.97,7414305,2.25375E+14,58372,3864781,0.5213
2017-12-07,AXISBANK,EQ,530.5,532.9,538,529.1,537.9,534.05,532.66,3528298,1.87937E+14,55537,1855224,0.5258
2017-12-07,HDFCBANK,EQ,1803.3,1806.65,1816.6,1803.1,1810.9,1809.65,1809.12,1057826,1.91374E+14,49113,626080,0.5919
2017-12-08,ICICIBANK,EQ,305.8,307.25,311.9,307,310.75,310.75,309.43,10732806,3.32109E+14,115882,6092849,0.5677
2017-12-08,AXISBANK,EQ,534.05,536.7,544.5,536.6,543.5,542.5,541.44,6007380,3.25262E+14,65869,3303709,0.5499
2017-12-08,HDFCBANK,EQ,1809.65,1814,1853,1814,1842.25,1840.4,1839.43,2239100,4.11867E+14,38922,1482220,0.662
2017-12-11,ICICIBANK,EQ,310.75,311,312.25,308.25,311.9,311.45,310.3,6829121,2.1191E+14,62396,3776562,0.553
2017-12-11,AXISBANK,EQ,542.5,550,552.25,542.7,545.2,545.1,547.07,5326031,2.91371E+14,96601,2624037,0.4927
2017-12-11,HDFCBANK,EQ,1840.4,1848,1851.75,1840,1846.4,1846.4,1846.99,799558,1.47677E+14,45584,490124,0.613
2017-12-12,ICICIBANK,EQ,311.45,312.05,312.35,306.3,308.1,307.6,307.81,11995276,3.6923E+14,97279,7623908,0.6356
2017-12-12,AXISBANK,EQ,545.1,544,544,535.1,538.65,538.6,539.24,5232189,2.82142E+14,48105,3175546,0.6069
2017-12-12,HDFCBANK,EQ,1846.4,1849.1,1849.9,1815.95,1818,1819.9,1826.78,602647,1.1009E+14,17546,315406,0.5234
2017-12-13,ICICIBANK,EQ,307.6,308,308.4,300.2,304.05,302.95,304.32,14805881,4.50575E+14,103635,9033647,0.6101
2017-12-13,AXISBANK,EQ,538.6,538,543,533.05,535.6,535.75,537.44,4163419,2.2376E+14,41613,2017210,0.4845
2017-12-13,HDFCBANK,EQ,1819.9,1820.05,1845,1815.1,1821.4,1821.35,1832.2,726865,1.33176E+14,27628,270762,0.3725
2017-12-14,ICICIBANK,EQ,302.95,303.85,306,301.35,304.5,304.35,303.73,11140346,3.38364E+14,91501,6812505,0.6115
2017-12-14,AXISBANK,EQ,535.75,537,543.4,534.75,542.55,541.45,537.96,3558224,1.91419E+14,43686,1599928,0.4496
2017-12-14,HDFCBANK,EQ,1821.35,1824,1840,1812,1837.1,1838.05,1826.18,920773,1.6815E+14,21825,441606,0.4796
2017-12-15,ICICIBANK,EQ,304.35,310.4,310.7,302.55,303.5,303.15,304.13,23227021,7.06397E+14,179035,17157670,0.7387
2017-12-15,AXISBANK,EQ,541.45,552.2,552.4,543.05,549,547.95,546.86,6059220,3.31353E+14,82822,3848290,0.6351
2017-12-15,HDFCBANK,EQ,1838.05,1856,1888,1855.5,1871,1873.45,1877.73,3112531,5.84449E+14,68576,1845713,0.593
2017-12-18,ICICIBANK,EQ,303.15,298,312.3,287,308.7,308.9,305.21,16300443,4.97504E+14,124724,6776598,0.4157
2017-12-18,AXISBANK,EQ,547.95,537.95,553.8,530,548.7,548.65,546.14,5889302,3.21639E+14,76615,2837951,0.4819
2017-12-18,HDFCBANK,EQ,1873.45,1855,1899,1809.3,1878.4,1878.95,1876.25,3074497,5.76853E+14,46417,1558319,0.5069
2017-12-19,ICICIBANK,EQ,308.9,309.2,314.8,308.5,313.55,313.7,312.98,13135113,4.11099E+14,116833,8214599,0.6254
2017-12-19,AXISBANK,EQ,548.65,549.25,556,545.4,554,553.65,549.98,4325512,2.37895E+14,71455,2633512,0.6088
2017-12-19,HDFCBANK,EQ,1878.95,1879.8,1893.65,1876.15,1886.95,1884.5,1884.02,1238028,2.33248E+14,34874,666370,0.5383
2017-12-20,ICICIBANK,EQ,313.7,314.1,317.85,311.5,315.7,315.8,315.87,14003657,4.42335E+14,121132,8335567,0.5952
2017-12-20,AXISBANK,EQ,553.65,553.5,557.8,548.6,554.95,554.5,552.34,3534649,1.95234E+14,54754,1850569,0.5236
2017-12-20,HDFCBANK,EQ,1884.5,1898.9,1903.1,1863.65,1866.35,1868.15,1885.29,2335876,4.4038E+14,83598,1303739,0.5581
2017-12-21,ICICIBANK,EQ,315.8,315.4,316.55,312.1,313.95,315.45,314.6,9705688,3.05339E+14,91747,6383718,0.6577
2017-12-21,AXISBANK,EQ,554.5,551.8,556.95,545.05,548.05,548.95,550.13,5781370,3.18048E+14,77959,3255896,0.5632
2017-12-21,HDFCBANK,EQ,1868.15,1879.9,1885,1865.2,1866.05,1868.3,1871.04,1713636,3.20629E+14,57272,1059344,0.6182
2017-12-22,ICICIBANK,EQ,315.45,315,319.2,313.8,316.45,316.6,316.6,7628532,2.41516E+14,70169,4502971,0.5903
2017-12-22,AXISBANK,EQ,548.95,549.9,554.8,547.1,553.5,553.6,551.55,3075576,1.69635E+14,39911,1577113,0.5128
2017-12-22,HDFCBANK,EQ,1868.3,1879,1880,1861.75,1874.65,1876.65,1870.36,1117726,2.09055E+14,46791,609701,0.5455
2017-12-26,ICICIBANK,EQ,316.6,316.25,319,313.2,317.85,318.15,316.68,7632721,2.41712E+14,68638,3646316,0.4777
2017-12-26,AXISBANK,EQ,553.6,555,557.25,550.3,555.5,555,553.77,3272086,1.81197E+14,59191,1653548,0.5053
2017-12-26,HDFCBANK,EQ,1876.65,1881,1882.8,1856.7,1870,1868.35,1867.6,1696424,3.16824E+14,23017,1186061,0.6992
2017-12-27,ICICIBANK,EQ,318.15,315.95,317.9,312.1,312.5,312.8,314.79,6354635,2.00041E+14,65362,3277962,0.5158
2017-12-27,AXISBANK,EQ,555,554,560.65,551,553.2,554.6,555.32,4163259,2.31194E+14,55577,2290869,0.5503
2017-12-27,HDFCBANK,EQ,1868.35,1870.1,1870.3,1851.15,1852.5,1856.75,1863.9,872346,1.62597E+14,21881,569939,0.6533
2017-12-28,ICICIBANK,EQ,312.8,312.8,319.2,310.5,313.05,315.3,314.3,22689602,7.13129E+14,152319,16852317,0.7427
2017-12-28,AXISBANK,EQ,554.6,546.15,554.2,544,548.35,546.85,548.61,8433564,4.62672E+14,75449,4454410,0.5282
2017-12-28,HDFCBANK,EQ,1856.75,1858.9,1880.9,1858,1870.05,1878.05,1873.07,2175130,4.07418E+14,42854,1373463,0.6314
2017-12-29,ICICIBANK,EQ,315.3,313.9,315.75,312.5,314.25,314,314.25,9637881,3.02867E+14,167670,6759653,0.7014
2017-12-29,AXISBANK,EQ,546.85,548.2,567.85,547,562.7,563.95,557.68,8363189,4.66399E+14,108278,4795894,0.5735
2017-12-29,HDFCBANK,EQ,1878.05,1876.8,1879.2,1868.15,1871.4,1872.4,1873.42,1586468,2.97212E+14,29466,1059416,0.6678
2018-01-01,ICICIBANK,EQ,314,314,314,309.1,309.3,310.3,310.93,7739502,2.40645E+14,55044,4713238,0.609
2018-01-01,AXISBANK,EQ,563.95,563.8,569.8,560.5,562.95,565.5,565.45,6943234,3.92602E+14,60203,4295836,0.6187
2018-01-01,HDFCBANK,EQ,1872.4,1872.7,1880.75,1850.5,1855,1854.5,1862.24,1645129,3.06362E+14,30994,1222191,0.7429
2018-01-02,ICICIBANK,EQ,310.3,310.95,311.7,307.5,310,309.7,309.52,7046560,2.18107E+14,63107,3944910,0.5598
2018-01-02,AXISBANK,EQ,565.5,567,568.6,556.35,558.4,559.5,562.73,6292268,3.54088E+14,75362,3796067,0.6033
2018-01-02,HDFCBANK,EQ,1854.5,1858.55,1875,1858.55,1869.8,1872.35,1868.27,1194079,2.23086E+14,33877,737318,0.6175
2018-01-03,ICICIBANK,EQ,309.7,312.5,316.35,312.5,314.9,315,314.82,8898342,2.8014E+14,89066,4720797,0.5305
2018-01-03,AXISBANK,EQ,559.5,561.3,565.45,555.75,559.75,560.45,560.49,3990149,2.23643E+14,80778,1847503,0.463
2018-01-03,HDFCBANK,EQ,1872.35,1875,1878.25,1851.2,1853.85,1852.65,1859.01,1132822,2.10592E+14,39569,765751,0.676
2018-01-04,ICICIBANK,EQ,315,314.95,315.65,311.5,314.6,314.7,313.93,6385367,2.00456E+14,75234,3203348,0.5017
2018-01-04,AXISBANK,EQ,560.45,564.85,565,558,559.2,559.9,560.67,2766664,1.5512E+14,52347,1529795,0.5529
2018-01-04,HDFCBANK,EQ,1852.65,1853,1865.5,1853,1859.25,1859.9,1860.54,593444,1.10413E+14,11185,300493,0.5064
2018-01-05,ICICIBANK,EQ,314.7,314.45,315.15,311.6,313.4,312.9,313.22,6366054,1.99395E+14,51459,3641661,0.572
2018-01-05,AXISBANK,EQ,559.9,561.05,566,556.7,564.3,563.25,560.87,3249056,1.82229E+14,66423,1904898,0.5863
2018-01-05,HDFCBANK,EQ,1859.9,1863,1868.05,1855.55,1863.05,1863.6,1862.6,717717,1.33682E+14,20342,394247,0.5493
2018-01-08,ICICIBANK,EQ,312.9,313.5,318.2,312.6,313.4,314.15,315.42,7329648,2.31194E+14,58616,4017774,0.5482
2018-01-08,AXISBANK,EQ,563.25,565.8,568,562.45,563.45,565.45,564.97,3770339,2.13012E+14,82634,2439703,0.6471
2018-01-08,HDFCBANK,EQ,1863.6,1865,1870.7,1857.75,1864,1860.6,1861.87,1142577,2.12733E+14,17668,792771,0.6938
2018-01-09,ICICIBANK,EQ,314.15,314.8,315.8,310.75,312.35,312.6,312.3,9190909,2.87034E+14,76923,5723433,0.6227
2018-01-09,AXISBANK,EQ,565.45,564,573,563,564.1,565.3,567.76,4607504,2.61596E+14,91955,2564442,0.5566
2018-01-09,HDFCBANK,EQ,1860.6,1862,1869.85,1855,1862.7,1863.7,1861.62,1326382,2.46922E+14,49929,959503,0.7234
2018-01-10,ICICIBANK,EQ,312.6,312.55,312.95,310.55,311.55,312,311.9,6736971,2.10123E+14,49880,4151904,0.6163
2018-01-10,AXISBANK,EQ,565.3,566.15,566.7,560.45,563.55,562.8,562.91,2411625,1.35754E+14,42761,1092127,0.4529
2018-01-10,HDFCBANK,EQ,1863.7,1865.2,1867.9,1857.3,1860.45,1864.2,1863.6,1153972,2.15054E+14,18186,880760,0.7632
2018-01-11,ICICIBANK,EQ,312,312.5,312.5,308.55,308.85,309.5,309.48,8366718,2.58935E+14,93735,5307345,0.6343
2018-01-11,AXISBANK,EQ,562.8,562,563.15,553.55,559.5,558.75,558.37,2825941,1.57792E+14,56560,999239,0.3536
2018-01-11,HDFCBANK,EQ,1864.2,1864.2,1876,1856.25,1873.95,1872.55,1868.69,1014774,1.8963E+14,26221,622410,0.6133
2018-01-12,ICICIBANK,EQ,309.5,309.6,318.8,309.6,317.25,317.7,315.05,11699345,3.68588E+14,94793,4489040,0.3837
2018-01-12,AXISBANK,EQ,558.75,560.2,563.4,552.5,556.5,555.1,556.54,6013121,3.34653E+14,64648,3734806,0.6211
2018-01-12,HDFCBANK,EQ,1872.55,1873,1878.15,1860,1865,1865.3,1868.58,1084177,2.02588E+14,29065,566529,0.5225
2018-01-15,ICICIBANK,EQ,317.7,320.8,330.7,320.25,329.45,329.3,327.96,30242005,9.91825E+14,180649,15264533,0.5047
2018-01-15,AXISBANK,EQ,555.1,556.7,564.45,556.4,561.2,560.55,560.54,3943472,2.21047E+14,78690,2016416,0.5113
2018-01-15,HDFCBANK,EQ,1865.3,1869.95,1904.4,1859.85,1893.05,1897.75,1891.97,3144111,5.94857E+14,68116,1638414,0.5211
2018-01-16,ICICIBANK,EQ,329.3,329.75,340.75,326.55,334,334.1,334.57,26707100,8.93541E+14,186246,13251278,0.4962
2018-01-16,AXISBANK,EQ,560.55,562.95,566.9,555.8,561.2,563.2,561.66,5993564,3.36632E+14,101529,3222165,0.5376
2018-01-16,HDFCBANK,EQ,1897.75,1903.45,1910,1885.25,1900.1,1900.15,1899.62,1611346,3.06095E+14,60260,827555,0.5136
2018-01-17,ICICIBANK,EQ,334.1,334.05,344.2,334.05,343.35,343.25,340.03,43305353,1.47252E+15,206300,27616212,0.6377
2018-01-17,AXISBANK,EQ,563.2,564.05,589.3,561,587.8,585.2,575.03,8453944,4.86129E+14,171384,3576554,0.4231
2018-01-17,HDFCBANK,EQ,1900.15,1897,1902.55,1887,1891.6,1890.5,1893.05,726374,1.37507E+14,25142,346150,0.4765
2018-01-18,ICICIBANK,EQ,343.25,350,353.2,343,346,346.15,348,31504669,1.09636E+15,216028,17848231,0.5665
2018-01-18,AXISBANK,EQ,585.2,596,597.15,578.6,584,584.8,590.67,9466991,5.59191E+14,122502,5367287,0.5669
2018-01-18,HDFCBANK,EQ,1890.5,1924,1954,1918.05,1933.05,1934.3,1939.75,4162385,8.07399E+14,79152,1499386,0.3602
2018-01-19,ICICIBANK,EQ,346.15,347.45,355,340.8,354.15,353.6,349.5,18812611,6.57494E+14,198408,9217954,0.49
2018-01-19,AXISBANK,EQ,584.8,584.9,594,581.2,591.8,590.25,586.78,3897048,2.2867E+14,74142,1991467,0.511
2018-01-19,HDFCBANK,EQ,1934.3,1935.15,1959.9,1919.25,1949.35,1952.2,1947.44,2863997,5.57747E+14,62844,861137,0.3007
2018-01-22,AXISBANK,EQ,590.25,595.95,621.75,583.15,611.3,611.55,607.42,21790443,1.3236E+15,206129,5862132,0.269
2018-01-22,ICICIBANK,EQ,353.6,352.4,352.9,344.8,350.25,351.5,348.58,15269782,5.32272E+14,136304,7968832,0.5219
2018-01-22,HDFCBANK,EQ,1952.2,1960,1988,1953.15,1962.5,1963.35,1969.82,2212442,4.35811E+14,87200,961425,0.4346
2018-01-23,ICICIBANK,EQ,351.5,350.45,364.45,350.45,361.7,362.3,358.8,22485663,8.06783E+14,176230,13029867,0.5795
2018-01-23,AXISBANK,EQ,611.55,616.4,627.6,611.45,621.8,620.1,619.63,14286343,8.85225E+14,182690,5329211,0.373
2018-01-23,HDFCBANK,EQ,1963.35,1965,1966.7,1943.3,1951.5,1951.3,1953.81,1261949,2.46561E+14,41602,726995,0.5761
2018-01-24,ICICIBANK,EQ,362.3,357.75,359.2,351.8,353.2,352.75,354.54,12815095,4.54344E+14,129243,7282583,0.5683
2018-01-24,AXISBANK,EQ,620.1,621.9,621.9,606.3,608.1,607.95,613.13,6158610,3.77601E+14,113856,3480447,0.5651
2018-01-24,HDFCBANK,EQ,1951.3,1952.55,1969,1950.6,1957.6,1957.65,1958.02,1197642,2.345E+14,20553,698354,0.5831
2018-01-25,ICICIBANK,EQ,352.75,352.5,364.8,350.7,360,360.8,359.06,30183655,1.08376E+15,110487,19714984,0.6532
2018-01-25,AXISBANK,EQ,607.95,610,619.25,598.6,614.75,616.1,614.06,6749846,4.14483E+14,99985,3755122,0.5563
2018-01-25,HDFCBANK,EQ,1957.65,1953.9,1980,1950.5,1969,1974.95,1968.83,2180917,4.29384E+14,33097,1165553,0.5344
2018-01-29,ICICIBANK,EQ,360.8,360,365.7,355.6,357.15,357.65,360.22,17855095,6.43182E+14,149501,9870828,0.5528
2018-01-29,AXISBANK,EQ,616.1,614.55,620.9,603.65,605.6,605.55,613.69,7017160,4.30636E+14,88039,4897085,0.6979
2018-01-29,HDFCBANK,EQ,1974.95,1978,2006.95,1978,2000.6,1999.65,1995.69,2058973,4.10906E+14,48366,1249653,0.6069
2018-01-30,ICICIBANK,EQ,357.65,356.8,356.8,350.5,353.3,353.25,353.78,13358981,4.72618E+14,87620,6994036,0.5235
2018-01-30,AXISBANK,EQ,605.55,605.6,607.45,592.45,595,593.75,596.27,6447963,3.84473E+14,119235,4439153,0.6885
2018-01-30,HDFCBANK,EQ,1999.65,1997.8,2001.9,1984.15,1995.55,1995.5,1994.03,1599390,3.18924E+14,37667,1057272,0.661
2018-01-31,ICICIBANK,EQ,353.25,348.85,353.95,343.6,353.15,352.95,348.86,22638319,7.89754E+14,164514,9931832,0.4387
2018-01-31,AXISBANK,EQ,593.75,589.3,596,587.15,593.6,593.6,591.57,7108060,4.20489E+14,141039,4785849,0.6733
2018-01-31,HDFCBANK,EQ,1995.5,1989.4,2013.5,1987,2004.6,2005.7,2003.12,1735837,3.4771E+14,45781,1045031,0.602
2018-02-01,ICICIBANK,EQ,352.95,347.55,355.9,343.8,346.8,346.2,350.18,29472295,1.03207E+15,176758,15483684,0.5254
2018-02-01,AXISBANK,EQ,593.6,593.6,610,586.1,592.45,592.8,597.28,7839731,4.68251E+14,106898,3546561,0.4524
2018-02-01,HDFCBANK,EQ,2005.7,2006,2015,1985.3,1986.5,1991.15,2001.09,1630355,3.26249E+14,34891,701699,0.4304
2018-02-02,ICICIBANK,EQ,346.2,342.55,343.7,333.7,335.1,335.1,337.58,16957983,5.72461E+14,85650,8819472,0.5201
2018-02-02,AXISBANK,EQ,592.8,587.8,587.8,561.3,565,564.9,574.72,6185174,3.55472E+14,59876,3383987,0.5471
2018-02-02,HDFCBANK,EQ,1991.15,1986,1989.9,1941.5,1941.5,1948,1963.93,1836531,3.60681E+14,60365,1231464,0.6705
2018-02-05,ICICIBANK,EQ,335.1,327.6,334.25,327.05,330.2,329.7,330.37,17339547,5.72845E+14,107835,10141663,0.5849
2018-02-05,AXISBANK,EQ,564.9,551.1,568.65,547.5,566.15,566.25,558.23,9318595,5.2019E+14,84854,5470364,0.587
2018-02-05,HDFCBANK,EQ,1948,1918,1935.25,1905.85,1918,1913.85,1916.75,1981696,3.79841E+14,49748,1385911,0.6994
2018-02-06,ICICIBANK,EQ,329.7,315.25,337.95,313,332,330.7,325.73,18491736,6.0233E+14,140778,7968175,0.4309
2018-02-06,AXISBANK,EQ,566.25,543,577.05,534,565.05,563.7,546.48,13938327,7.61708E+14,130833,7636640,0.5479
2018-02-06,HDFCBANK,EQ,1913.85,1860,1912,1836.3,1898.8,1896.8,1868.86,2687451,5.02247E+14,74329,1279189,0.476
2018-02-07,ICICIBANK,EQ,330.7,335.35,336.4,329.9,332,332.55,333.07,11819190,3.93661E+14,79065,5984379,0.5063
2018-02-07,AXISBANK,EQ,563.7,568,574.65,556,558.65,559.35,566.01,7679830,4.34684E+14,99330,4078244,0.531
2018-02-07,HDFCBANK,EQ,1896.8,1907,1907,1862.4,1868.5,1872.8,1875.43,2091243,3.92197E+14,57480,993289,0.475
2018-02-08,ICICIBANK,EQ,332.55,332.55,338.4,329.5,333.55,333.85,334.59,10294899,3.4446E+14,77144,4479951,0.4352
2018-02-08,AXISBANK,EQ,559.35,562.8,576.9,559.7,570,568.45,570.01,5816886,3.31567E+14,92355,2794126,0.4803
2018-02-08,HDFCBANK,EQ,1872.8,1884,1898.6,1866.5,1882,1880.95,1887.25,1292861,2.43995E+14,53803,559966,0.4331
2018-02-09,ICICIBANK,EQ,333.85,325,328.65,322.65,327.5,326.75,325.52,9493398,3.09025E+14,89546,3075846,0.324
2018-02-09,AXISBANK,EQ,568.45,559.9,561.95,550.4,558.05,557.55,555.89,5865587,3.26063E+14,67074,2514416,0.4287
